id,words,value
1055,insegnanti,1.5067950
1055,luccisano,0
1055,pensiamoci,0.3878501
1055,permette,1.0450690
1055,trenta,0
1055,trentenne,0
1056,artistico,1.0783190
1056,collegata,0
1056,domani,-0.2185492
1056,fibra,1.3797860
1056,garr,0
1056,h,0
1056,liceo,0
1056,modigliani,0
1056,scuola,-0.2930168
1056,tour,0
1057,facile,0.8135146
1057,far,0.2495174
1057,ministro,0
1057,moratti,0
1057,peggio,-1.0257900
1057,riuscendo,0.4130699
1057,riuscire,0.3247899
1058,buona,1.2762666
1058,dopo,0.1599842
1058,passo,0.2830340
1058,passo,0.2612621
1058,passo,0.2830340
1058,passo,0.2612621
1058,scuola,-0.2930168
1058,sfascio,-1.0860520
1058,verso,0
1059,bocca,-0.8678512
1059,buona,1.2762666
1059,buoni,1.9314744
1059,buoni,0.3269864
1059,concorso,0.6850054
1059,docenti,0
1059,lupo,0
1059,merita,1.4263080
1059,posti,0.2997930
1059,scuola,-0.2930168
1060,buona,1.2762666
1060,ecco,0
1060,governo,0
1060,invece,0
1060,scuola,-0.2930168
1060,sindacato,-0.2285957
1060,studenti,-0.3128458
1061,certo,-0.2403451
1061,corpo,-0.2750911
1061,docente,0
1061,eccellenza,1.9524380
1061,fa,0.1616711
1061,impazzire,0
1061,merito,1.4751070
1061,merito,1.2853260
1061,morale,0.1436593
1061,sopratutto,0.3773800
1061,umanità,0.1871615
1062,dentro,0
1062,fa,0.1616711
1062,giorni,0.2027941
1062,governo,0
1062,primo,-0.0104580
1062,sforza,0.9838208
1062,vedere,0.1981064
1063,alternanza,0
1063,capofila,0
1063,grado,-0.5424644
1063,preparare,-1.5663090
1063,servono,-0.0115026
1063,spazi,-0.3865425
1063,spazi,0.7379448
1063,spazi,0.3865425
1063,tempi,0.7631588
1063,tempi,1.0911160
1064,costituzione,0
1064,galilei,0
1064,lazzaroni,0
1064,libero,0.8443122
1064,libero,0.7083450
1064,pubblica,-0.2891866
1064,ridotte,-0.4762998
1064,ridotte,0.4762998
1064,risorse,-0.6314380
1064,ruolo,0
1064,servizio,0
1065,buona,1.2762666
1065,maggiore,0.5351241
1065,maggiore,0.3135000
1065,parlano,-0.2400761
1065,piazza,0
1065,scuola,-0.2930168
1065,studenti,-0.3128458
1066,fondi,-0.1280023
1066,formativa,2.0863660
1066,miur,0
1066,offerta,0.6720169
1066,precari,-0.1206297
1066,quali,-0.2738191
1066,soldi,0
1066,tagli,0.3592093
1066,tagli,0.3246699
1067,grazie,0.0873786
1067,grazie,0.6171325
1068,bozza,-1.0909065
1068,buona,1.2762666
1068,cedere,-0.2747197
1068,fondo,-0.1221241
1068,immobili,-2.0724670
1068,mld,0
1068,mln,0
1068,partecipate,0
1068,potrà,0.1054688
1068,scuola,-0.2930168
1068,scuole,-0.3794489
1068,statali,1.3013820
1069,cercasi,0
1069,crollano,-0.7871406
1069,leggi,0.5123959
1069,leggi,0.2561980
1069,licei,0
1069,napoli,0
1069,padova,0
1069,roma,0
1069,sfiorata,0
1069,soffitti,0
1069,tragedia,-1.3534670
1070,compilare,0
1070,consultazione,0.4708972
1070,fortuna,0.3060208
1070,istituto,-0.3774191
1070,libera,0.7113588
1070,libera,0.8479045
1070,punti,0.2603674
1070,punti,-1.9896200
1070,punti,0.5028711
1070,rapporto,0
1070,schede,0.4508161
1070,tratta,-0.2891775
1071,capo,0.8477843
1071,chiappetta,0
1071,confronto,-0.5660336
1071,confronto,-0.3147521
1071,dipartimento,0
1071,dirigenti,0.7269168
1071,docenti,0
1071,eccellente,3.5028050
1071,grazie,0.0873786
1071,grazie,0.6171325
1071,opportunità,0.4610194
1071,varesecomo,0
1072,ah,0
1072,ah,0
1072,ancora,-0.1261360
1072,bello,1.4454348
1072,buona,1.2762666
1072,deve,-1.1850719
1072,legge,0.2268820
1072,legge,0.4537640
1072,meglio,1.4075560
1072,no,-0.7562506
1072,no,-0.7562506
1072,no,-0.7562506
1072,scuola,-0.2930168
1072,solo,-0.1194989
1072,stabilità,0.5000000
1072,venire,0.5908682
1073,ascoltare,0
1073,bisogni,0.0000000
1073,bisogni,0.0036267
1073,caratteristica,0.4760816
1073,caratteristica,0.8997801
1073,centrale,-0.3088049
1073,como,0
1073,de,0
1073,lavora,-0.9272792
1073,scuola,-0.2930168
1073,vicesindaco,0
1074,como,0
1074,progetti,-0.6962123
1074,raccontiamo,0
1074,scolastico,0
1074,ufficio,0
1074,varese,0
1075,buona,1.2762666
1075,giannini,0
1075,proteste,0
1075,renzi,0
1075,scuola,-0.2930168
1075,studenti,-0.3128458
1076,ancora,-0.1261360
1076,competenti,2.2977575
1076,competenti,0.7659192
1076,edilizia,0.2284291
1076,parla,-0.1879033
1076,qui,0
1076,scolastica,0
1076,tragedia,-1.3534670
1076,usr,0
1077,estero,-0.3193325
1077,guardare,0.4942193
1077,prendere,0.2179739
1077,può,0.1054688
1077,spunti,-0.4554843
1078,buona,1.2762666
1078,iniziativa,1.0084140
1078,regionale,-1.0451390
1078,scolastico,0
1078,scuola,-0.2930168
1078,ufficio,0
1079,buona,1.2762666
1079,dibattito,0.3458448
1079,italiani,0
1079,neanche,-1.0023800
1079,partecipazione,0
1079,rispettato,1.4775160
1079,scadenza,0
1079,scuola,-0.2930168
1079,tempi,1.0911160
1079,tempi,0.7631588
1080,cambiamento,0.3068679
1080,figli,0.2393604
1080,guarda,0.4585965
1080,lamentiamo,-0.4853299
1080,partecipare,0
1080,partecipiamo,0
1080,scuola,-0.2930168
1081,d,0
1081,dopo,0.1599842
1081,lettera,0.9340818
1081,maiuscola,0
1081,obbligo,0.6314019
1081,punto,0.4147166
1081,punto,-1.6408350
1082,ancora,-0.1261360
1082,casa,0
1082,culo,0
1082,ebuona,0
1082,propio,0
1082,scuola,-0.2930168
1082,scuola,-0.2930168
1082,supplenti,0
1082,tagli,0.3592093
1082,tagli,0.3246699
1082,terra,-0.2694475
1082,x,0
1083,de,0
1083,delegazione,0
1083,presentazione,0
1083,valdostana,0
1084,buona,1.2762666
1084,news,0
1084,occasione,1.1354830
1084,scuola,-0.2930168
1084,scuola,-0.2930168
1084,solo,-0.1194989
1084,sprecata,0.4985178
1084,tradate,0
1084,tradate,0
1084,varese,0
1084,varese,0
1086,collabora,0
1086,comment,0
1086,crediti,0.6262376
1086,festa,0.2090846
1086,formativi,2.0366670
1086,no,-0.7562506
1086,pd,0
1087,act,0
1087,giovani,-0.1041645
1087,italia,0
1087,napoli,0
1087,occupano,0.4082812
1087,pd,0
1087,precari,-0.1206297
1087,scuola,-0.2930168
1087,sede,0
1087,studenti,-0.3128458
1088,be,0
1088,chiedi,0.3031590
1088,cool,-0.8823220
1088,esperimenti,1.3791270
1088,me,0
1088,poi,0.4417840
1088,quindi,0
1088,sbagliare,0
1088,started,0
1088,tre,0
1088,va_bene,0.0000000
1089,an,-0.3543190
1089,buona,1.2762666
1089,english,0
1089,for,0
1089,language,0
1089,of,0
1089,overview,0
1089,scuola,-0.2930168
1089,see,0
1089,strategy,0
1089,the,0
1090,anni,0
1090,badanti,1.5337773
1090,lavorare,-0.8219118
1091,altra,-1.0593781
1091,ancora,-0.1261360
1091,avanti,0.4953150
1091,bisogna,0.2297839
1091,bisogna,0.0000000
1091,buona,1.2762666
1091,decentrare,0
1091,leva,-0.3997359
1091,leva,0.3997359
1091,mano,0.9023416
1091,niente,0.0000000
1091,può,0.1054688
1091,risparmiare,0.3995451
1091,scuola,-0.2930168
1091,va,0.2143860
1091,vuole,0.8110613
1091,vuole,0.1946560
1092,anief,0
1092,buona,1.2762666
1092,molisana,0
1092,nota,1.3540040
1092,nota,-0.0619665
1092,nota,0.6770022
1092,scuola,-0.2930168
1092,stampa,-0.5418907
1093,arruolati,0
1093,atissima,0
1093,campo,0.2737554
1093,campo,-1.3687771
1093,inca,0
1093,indifferenza,-0.9391995
1093,scuola,-0.2930168
1094,blocco,-0.7101212
1094,blocco,0.3206999
1094,buona,1.2762666
1094,impegni,0.7554810
1094,impegni,0.3809389
1094,indiscriminati,1.7386230
1094,mantenuti,-1.3749960
1094,scuola,-0.2930168
1094,stipendi,0
1094,tagli,0.3592093
1094,tagli,0.3246699
1095,buona,1.2762666
1095,dépliant,0
1095,neppure,0
1095,scuola,-0.2930168
1095,semplificabile,0
1096,accordo,-0.1008689
1096,anna,0
1096,civici,0
1096,comprendere,1.0524965
1096,d,0
1096,grado,-0.5424644
1096,imparati,1.4869810
1096,principi,0
1096,te,0
1096,volta,1.1151720
1096,volta,0.4007650
1097,buona,1.2762666
1097,concreti,0.0000000
1097,concreti,1.1728338
1097,fatti,0.5005614
1097,fatti,0.2953312
1097,fatti,-0.1500664
1097,intelligenti,0.4724399
1097,piedi,0.2870854
1097,propagandando,0
1097,pubblicità,0
1097,scuola,-0.2930168
1097,serve,-0.0096774
1097,soluzioni,0
1097,tirate,0.7388077
1097,tirate,0.0000000
1097,tirate,-1.7731380
1097,vs,0
1097,zappa,0
1098,approvare,0.8459920
1098,difficile,-1.6951897
1098,innovazione,1.0130380
1098,libertà,0.1250000
1098,religiosa,0
1099,associazioni,0.3663405
1099,bene_comune,0.5000000
1099,pensi,0.2186725
1099,ricerca,0
1100,dobbiamo,-1.4633890
1100,interni,0
1100,rispetto,0.8509249
1100,rispetto,1.1758020
1100,sí,0
1100,stop,0
1101,abboccano,0
1101,deciso,0.6529269
1101,già,-0.0130676
1101,importa,0.9800830
1101,molti,0.2139297
1101,punto,0.4147166
1101,punto,-1.6408350
1102,bello,1.4454348
1102,bene,0.5374784
1102,mai,-0.7627831
1102,me,0
1102,parlano,-0.2400761
1102,rieti,0
1102,stato,0.1454871
1102,stato,0.1613510
1102,stato,0.2198772
1102,venirci,1.0571460
1103,bis,0
1103,buona,1.2762666
1103,concordare,1.4959966
1103,dobbiamo,-1.4633890
1103,domande,-0.2505447
1103,farvele,0
1103,incontri,0.5113093
1103,incontri,-0.3373587
1103,peccato,-0.4305959
1103,peccato,-0.6151370
1103,prima,0.1584426
1103,prima,-0.0075449
1103,scuola,-0.2930168
1103,sfplm,0
1103,vari,-0.4805491
1103,vari,-0.0159660
1103,vs,0
1104,buona,1.2762666
1104,cariche,0.0450597
1104,cariche,-2.3396363
1104,governo,0
1104,margherita,-0.4186540
1104,mente,0.2948772
1104,minorenni,0
1104,polizia,-0.5156267
1104,regina,0
1104,scuola,-0.2930168
1104,studenti,-0.3128458
1105,entusiasmo,0.1113532
1105,forza,0.2255044
1105,forza,0.2496705
1105,idee,0.2540111
1105,ministro,0
1105,sosteniamo,-0.1609687
1106,ata,0
1106,brevi,-1.2638714
1106,buona,1.2762666
1106,commissari,0
1106,itaglia,0
1106,scuola,-0.2930168
1106,supplenze,0
1106,tolta,0
1106,tolte,0
1106,tolti,0
1106,tolti,0
1106,w,0.9480609
1107,agenda,0
1107,buona,1.2762666
1107,digitale,0
1107,oggi,0.2300098
1107,scuola,-0.2930168
1108,altro,-0.8486783
1108,ass,0
1108,buona,1.2762666
1108,def,0
1108,evit,0
1108,infraz,0
1108,mil,0
1108,precari,-0.1206297
1108,proc,0
1108,scuola,-0.2930168
1108,solo,-0.1194989
1108,tagli,0.3592093
1108,tagli,0.3246699
1108,x,0
1109,altro,-0.8486783
1109,brutte,-1.9150550
1109,colleziona,0
1109,così,0.4771842
1109,delusi,-0.3641567
1109,delusi,2.9739463
1109,figure,0
1109,platea,0
1109,solo,-0.1194989
1110,buona,1.2762666
1110,buona,1.2762666
1110,esempio,0.2767755
1110,insegnanti,1.5067950
1110,insegnanti,0.3766988
1110,scuola,-0.2930168
1110,scuola,-0.2930168
1110,solo,-0.1194989
1110,truffa,-0.6257292
1110,truffa,-0.3668068
1111,buona,1.2762666
1111,cattedra,0
1111,centro,0.4642033
1111,classe,0.5624728
1111,dietro,0
1111,libro,-0.2654947
1111,mette,-0.1763467
1111,scuola,-0.2930168
1112,appello,0
1112,cambiamo,-0.2183048
1112,rispondiamo,-0.6972753
1112,scuola,-0.2930168
1113,corte,-1.5504349
1113,dettagli,1.2925566
1113,dettagli,0.0000000
1113,europea,0
1113,eviteranno,0.4044872
1113,fatta,0.3145894
1113,ignora,-1.6356080
1113,italia,0
1113,ministro,0
1113,multa,-0.3565530
1113,pesante,0.7023432
1113,risorse,-0.6314380
1114,buona,1.2762666
1114,globeglotter,0
1114,it,0
1114,libriamo,0
1114,scuola,-0.2930168
1114,trinitapoli,0
1115,buona,1.2762666
1115,fra,0
1115,luoghi,0.3382343
1115,parla,-0.1879033
1115,piemonte,0
1115,scuola,-0.2930168
1115,volvera,0
1116,buona,1.2762666
1116,don,0.3178658
1116,me,0
1116,milani,0
1116,scuola,-0.2930168
1117,aggettivi,0
1117,altri,-0.8753048
1117,basterebbe,0
1117,fa,0.1616711
1117,fa,0.1616711
1117,fare,0.1700394
1117,miliardo,0
1117,milioni,0
1117,senza,0
1117,taglio,0.2844944
1117,taglio,0.3147598
1118,democraticamente,0
1118,docenti,0
1118,ideato,-0.9291093
1118,invito,0.3266141
1118,parlare,-0.1866340
1118,rinnovo,1.1374610
1118,scuola,-0.2930168
1118,studenti,-0.3128458
1118,venire,0.5908682
1119,buona,1.2762666
1119,buono,1.8644086
1119,maturità,0.1250000
1119,miliardo,0
1119,nulla,0.0000000
1119,nulla,0.0079093
1119,ok,0
1119,purtroppo,-1.9203200
1119,riforma,0.3269558
1119,scuola,-0.2930168
1120,blocco,0.3206999
1120,blocco,-0.7101212
1120,buona,1.2762666
1120,buona,1.2762666
1120,chiesto,0.2287978
1120,contratti,0.7088188
1120,contratti,-0.7350714
1120,contratti,0.7169214
1120,cosa,-0.1283872
1120,penso,0.1763249
1120,prevede,-0.3322462
1120,renzi,0
1120,scuola,-0.2930168
1120,scuola,-0.2930168
1121,aprire,0
1121,avere,0.2216343
1121,buona,1.2762666
1121,coraggio,-0.1782130
1121,discussione,0.2279939
1121,provocazioni,-0.4029579
1121,ripensare,0
1121,scolastico,0
1121,scuola,-0.2930168
1121,sostegno,-0.8731758
1122,buona,1.2762666
1122,private,-0.1036051
1122,pubblica,-0.2891866
1122,risorse,-0.6314380
1122,scuola,-0.2930168
1122,scuola,-0.2930168
1123,buona,1.2762666
1123,camurria,0
1123,matteo,0
1123,scuola,-0.2930168
1124,bocciare,-3.2194010
1124,buona,1.2762666
1124,deve,-1.1850719
1124,deve,-1.1850719
1124,licenziare,0
1124,nuova,0.2367979
1124,nuova,0.6244347
1124,poter,0.2488929
1124,poter,0.2488929
1124,scuola,-0.2930168
1124,scuola,-0.2930168
1125,buona,1.2762666
1125,ferrari,0
1125,is,0
1125,scuola,-0.2930168
1126,centro,0.4642033
1126,crede,0.3279115
1126,lobello,0
1126,merito,1.2853260
1126,merito,1.4751070
1126,mettendo,-0.2298161
1126,ordine,0.3364111
1126,riforma,0.3269558
1126,scuola,-0.2930168
1127,bambini,0.3259226
1127,bis,0
1127,disabili,-1.5634865
1127,disabili,-0.6979851
1127,fame,-0.0828350
1127,materna,2.8999140
1127,merenda,0
1127,niente,0.0000000
1127,scuole,-0.3794489
1127,senza,0
1127,sostegno,-0.8731758
1127,tolta,0
1127,topi,0
1128,abrogazione,0
1128,docenti,0
1128,governo,0
1128,italia,0
1128,licenziamento,0.2196408
1128,molto,0.1629193
1128,occupazione,0
1128,piena,0.3034851
1128,piena,0.4813902
1128,tiene,0.3315686
1129,farlo,0.3189742
1129,governo,0
1129,puoi,0.2186308
1129,questionario,0
1129,renzi,0
1129,risposto,-0.5206296
1129,servirà,-0.0048077
1129,so,0.3374400
1130,ecco,0
1130,proposte,0
1130,scuola,-0.2930168
1130,supplenti,0
1131,argomentare,1.4232815
1131,buona,1.2762666
1131,critiche,-0.2230122
1131,critiche,-0.1207983
1131,critiche,1.4495792
1131,dissenso,-1.0095281
1131,ecco,0
1131,possono,0.2070473
1131,renzi,0
1131,scuola,-0.2930168
1132,immissioni,0
1132,precari,-0.1206297
1132,ruolo,0
1132,scuola,-0.2930168
1132,scuola,-0.2930168
1133,adesso,0.4345144
1133,arriva,0.5061237
1133,buona,1.2762666
1133,felici,1.9187040
1133,scuola,-0.2930168
1134,colpo,-0.1031767
1134,editoriale,0.3833445
1134,grazia,1.3555790
1134,infornata,0
1134,mila,0
1135,scuola,-0.2930168
1136,scuola,-0.2930168
1137,convegno,0
1137,diventi,0
1137,lombardia,0
1137,piu,-0.2686303
1137,sempre,-0.0971269
1137,speriamo,0.0289376
1138,entusiasmo,0.1113532
1138,paese,0
1138,parteciperemo,0
1138,passa,0.5649671
1138,passa,0.5215081
1139,consulta,0
1139,mb,0
1139,milano,0
1139,parla,-0.1879033
1139,studenti,-0.3128458
1140,interessa,0.9304702
1140,intervento,-0.3044702
1140,milano,0
1140,moltissimo,0.1390091
1140,moltissimo,0.3461517
1140,studenti,-0.3128458
1141,buona,1.2762666
1141,scuola,-0.2930168
1142,buona,1.2762666
1142,fossano,0
1142,parla,-0.1879033
1142,scuola,-0.2930168
1142,segui,0
1142,streaming,0
1142,vallauri,0
1143,alternanza,0
1143,bayer,0
1143,deve,-1.1850719
1143,imparare,0.8270563
1143,tedesca,0
1144,milano,0
1144,parliamo,-0.2611503
1145,alternanza,0
1145,formativa,2.0863660
1145,impresa,0.4772672
1145,lavoro,0.2492198
1145,lavoro,-0.5771407
1145,modalità,0
1145,parla,-0.1879033
1145,scuola,-0.2930168
1145,simulata,-1.2110430
1146,milano,0
1146,occorre,0.3479538
1146,parliamo,-0.2611503
1146,riparlarne,0
1147,bobbio,0
1147,buona,1.2762666
1147,iniziativa,1.0084140
1147,presentazione,0
1147,pubblica,-0.2891866
1147,scuola,-0.2930168
1148,docenti,0
1148,ghettizzazione,0
1148,intercambiabilità,0.3546301
1148,no,-0.7562506
1148,ruoli,0
1148,sì,0.2500000
1148,sostegno,-0.8731758
1149,buona,1.2762666
1149,parla,-0.1879033
1149,scuola,-0.2930168
1150,amico,0.2679074
1150,condivisibile,0
1150,lettera,0.9340818
1151,buona,1.2762666
1151,consultazione,0.4708972
1151,organizzare,0
1151,plebiscito,0.4974898
1151,regime,0
1151,renzi,0
1151,scuola,-0.2930168
1151,sostegno,-0.8731758
1152,emula,-1.8004380
1152,generali,-1.2025700
1152,scuola,-0.2930168
1152,stati,0.2061333
1152,stati,0.3115328
1152,stati,0.2286101
1152,visionari,-0.5509321
1153,affannano,0
1153,apposto,0
1153,astenetevi,0
1153,dire,0.3487624
1153,dirigenti,0.7269168
1153,poi,0.4417840
1153,sintetizzata,0
1154,giannini,0
1154,renzi,0
1154,riforma,0.3269558
1154,scuola,-0.2930168
1154,scuola,-0.2930168
1154,vuole,0.8110613
1154,vuole,0.1946560
1155,campagna,0
1155,dare,-0.0024156
1155,degno,2.3651042
1155,educativo,1.0189190
1155,fiero,0.3512743
1155,futuro,-0.0419757
1155,promuovere,0.4194158
1155,ragazzi,0.4578427
1155,ragazzi,0.2289214
1156,buona,1.2762666
1156,commenti,0.8592935
1156,compilare,0
1156,fascicolo,0
1156,leggerà,0.2500000
1156,leggere,0.5279838
1156,leggere,-0.6780423
1156,ore,-0.8345703
1156,ore,0.0384342
1156,qualcuno,0
1156,questionari,0
1156,scuola,-0.2930168
1156,speso,0.7519230
1157,buona,1.2762666
1157,pub,0
1157,renzi,0
1157,scuola,-0.2930168
1158,ancora,-0.1261360
1158,buona,1.2762666
1158,caxxi,0
1158,concorso,0.6850054
1158,gg,0
1158,ora,0.0270589
1158,rispetto,0.8509249
1158,rispetto,1.1758020
1158,scuola,-0.2930168
1158,so,0.3374400
1158,sti,0
1159,adida,0
1159,adida,0
1159,bruccola,0
1159,buona,1.2762666
1159,g,0
1159,ottobre,0
1159,piazza,0
1159,precari,-0.1206297
1159,scuola,-0.2930168
1159,scuola,-0.2930168
1159,valeria,0
1160,buona,1.2762666
1160,cariche,0.0450597
1160,cariche,-2.3396363
1160,contestare,0
1160,giannini,0
1160,ministro,0
1160,minorenni,0
1160,osato,0.1707486
1160,palermo,0
1160,presente,-0.3007833
1160,scuola,-0.2930168
1161,buona,1.2762666
1161,ce,0
1161,parla,-0.1879033
1161,progetto,0
1161,scuola,-0.2930168
1162,assumere,-1.0330324
1162,brambilla,0
1162,differenza,-0.7430315
1162,precari,-0.1206297
1162,proposta,0
1162,turismo,-0.1266402
1163,beffati,0
1163,docenti,0
1163,perderanno,-1.4569530
1163,renzi,0
1164,accapponare,0
1164,de,0
1164,fa,0.1616711
1164,pelle,0
1164,qui,0
1164,scuola,-0.2930168
1165,act,0
1165,art,0
1165,assemblea,0
1165,barcellona,0
1165,buona,1.2762666
1165,discutere,0.6951277
1165,gotto,-1.2312150
1165,jobs,0
1165,pet,0
1165,pozzo,0
1165,rsu,0
1165,scuola,-0.2930168
1166,buona,1.2762666
1166,buona,1.2762666
1166,scuola,-0.2930168
1166,università,1.0000000
1167,bologna,0
1167,buona,1.2762666
1167,codino,-0.5483670
1167,convegno,0
1167,digitale,0
1167,pensare,0.1828667
1167,scuola,-0.2930168
1168,cagliari,0
1168,grandissima,0.5977518
1168,ora,0.0270589
1168,partecipazione,0
1168,soggetti,0.3842157
1168,tour,0
1169,concede,-0.1070628
1169,docente,0
1169,festival,0
1169,partecipare,0
1169,permessi,1.2825560
1169,permessi,0.3916242
1169,precario,-0.1474297
1169,può,0.1054688
1169,scuola,-0.2930168
1169,svezia,0
1169,violinista,0
1170,alternanza,0
1170,lavoro,0.2492198
1170,lavoro,-0.5771407
1170,liceo,0
1170,scuola,-0.2930168
1170,vogliamo,0.2505876
1171,accede,0
1171,buona,1.2762666
1171,concorso,0.6850054
1171,pubblico,-0.2560054
1171,ruolo,0
1171,scuola,-0.2930168
1172,aiuto,0.4679210
1172,aiuto,0.8611083
1172,chiede,0.2211862
1172,documento,0.3768057
1172,lavoriamo,-1.2805990
1172,prima,-0.0075449
1172,prima,0.1584426
1172,pubblicare,0
1172,sconosce,0
1173,caponnetto,0
1173,circolo,0.8143649
1173,milano,0
1173,pd,0
1173,proietto,0
1173,roberto,0
1174,cattoliche,0
1174,consultazione,0.4708972
1174,scuole,-0.3794489
1175,arrendo,-0.9427981
1175,consiglio,-0.2668362
1175,consiglio,0.2668362
1175,miglior,0
1175,miglior,0
1175,possibile,0.7460535
1175,possibile,0.7460535
1175,presidente,0
1175,renzi,0
1175,scuola,-0.2930168
1176,bisogno,0.0020139
1176,bisogno,0.0000000
1176,buona,1.2762666
1176,grazie,0.0873786
1176,grazie,0.6171325
1176,ottobre,0
1176,progetto,0
1176,sapere,0.4333467
1176,scuola,-0.2930168
1176,sede,0
1176,verona,0
1177,abilitazione,0
1177,diplomati,0
1177,laurea,0.1977011
1177,ora,0.0270589
1177,sostegno,-0.8731758
1177,titoli,-0.3213191
1178,anni,0
1178,corsetto,0
1178,dopo,0.1599842
1178,entrare,1.1597370
1178,fa,0.1616711
1178,gente,0
1178,ruolo,0
1178,sostegno,-0.8731758
1178,titolo,-0.2918348
1179,bisogno,0.0000000
1179,bisogno,0.0020139
1179,idee,0.2540111
1179,migliorare,1.0817510
1179,partecipa,0
1179,scuola,-0.2930168
1180,av,0
1180,de,0
1180,fare,0.1700394
1180,ge,0.4135270
1180,intervenire,-0.3658589
1180,na,0
1180,ovunque,0.9171275
1180,presenti,-0.3325766
1180,presenti,0.3325766
1180,tour,0
1181,cambiando,-0.2009738
1181,entro,1.2381260
1181,euro,0
1181,grazie,0.0873786
1181,grazie,0.6171325
1181,istruzione,0.6303090
1181,matteo,0
1181,meno,-0.8320329
1181,milioni,0
1181,peggio,-1.0257900
1181,verso,0
1182,almeno,-0.7277731
1182,dopo,0.1599842
1182,fumo,0
1182,mandare,0.3227806
1182,medici,-0.6390811
1182,medici,0.3046358
1182,poteva,0.2551919
1182,prossimi,-0.5691063
1182,segnale,0
1182,twitt,0
1183,albese,0
1183,buona,1.2762666
1183,discute,0.8074720
1183,renzi,0
1183,riforme,0.3880491
1183,scuola,-0.2930168
1184,buona,1.2762666
1184,date,-0.3029016
1184,date,-0.0030751
1184,date,0.2582577
1184,iniziativa,1.0084140
1184,mano,0.9023416
1184,popolare,0.3331632
1184,scuola,-0.2930168
1185,cannaregio,0
1185,circolo,0.8143649
1185,incontri,-0.3373587
1185,incontri,0.5113093
1185,oggi,0.2300098
1185,pd,0
1185,primo,-0.0104580
1185,venezia,0
1186,appuntamento,-0.3014101
1186,ottobre,0
1186,roma,0
1187,andate,0.3379944
1187,aspetti,-0.1858506
1187,aspetti,-0.3013975
1187,buona,1.2762666
1187,care,1.0883756
1187,fanculo,0
1187,futuro,-0.0419757
1187,ignoranti,-0.6668741
1187,ignoranti,-1.3182370
1187,interessa,0.9304702
1187,negativi,-2.3564040
1187,persone,0
1187,renzi,0
1187,scuola,-0.2930168
1187,vita,0.3356392
1188,danno,-0.0028519
1188,danno,-1.0032458
1188,gov,0
1188,milioni,0
1188,privata,0.3221129
1188,privata,-0.0932120
1188,pubblica,-0.2891866
1188,scuola,-0.2930168
1188,tagliano,0.3910691
1188,varata,0
1189,scuola,-0.2930168
1190,criticato,-0.9969815
1190,invece,0
1190,lavorato,-0.9991158
1190,lingua,-0.3253546
1190,moltissimo,0.1390091
1190,moltissimo,0.3461517
1190,molto,0.1629193
1190,molto_bene,0.6250000
1190,scritta,0
1191,criticate,-1.1312617
1191,de,0
1191,dice,0.3762959
1191,essenza,0.8291270
1191,parlando,-0.2541501
1191,partecipate,0
1192,bat,0
1192,buona,1.2762666
1192,circolo,0.8143649
1192,didattico,0
1192,petronelli,0
1192,piano,-0.7153263
1192,scuola,-0.2930168
1192,secondo,0
1192,sperimenta,1.5872490
1192,trani,0
1192,via,-0.7554060
1193,buona,1.2762666
1193,scuola,-0.2930168
1193,scuola,-0.2930168
1194,scuola,-0.2930168
1195,buona,1.2762666
1195,clero,0
1195,darete,-0.0053479
1195,indipendenza,0
1195,parlate,-0.7415044
1195,parlate,-0.3053253
1195,quando,0
1195,scuola,-0.2930168
1195,soldi,0
1196,buona,1.2762666
1196,diplomifici,0
1196,esame,0.3299647
1196,esterni,1.2847350
1196,fa,0.1616711
1196,garantire,0.8899325
1196,membri,0
1196,rigore,0.7214232
1196,scuola,-0.2930168
1196,stato,0.1613510
1196,stato,0.2198772
1196,stato,0.1454871
1197,buona,1.2762666
1197,grida,-0.0432924
1197,grida,-0.9241907
1197,grida,0.6407274
1197,manzoniane,0
1197,scuola,-0.2930168
1198,berlinguer,0
1198,condotto,0.8506637
1198,luigi,0
1198,tavolo,0
1199,popolare,0.3331632
1199,proposta,0
1200,bel,0
1200,essere,0.1491227
1200,inizio,0.2661396
1200,punto,-1.6408350
1200,punto,0.4147166
1200,purché,0
1200,riferimento,0
1200,scuola,-0.2930168
1200,soltanto,0.0000000
1200,tavolo,0
1200,torni,1.4539010
1200,veramente,0.4014901
1201,and,0
1201,connects,0
1201,donors,0
1201,fare,0.1700394
1201,finanziamenti,0
1201,individual,0
1201,individual,0
1201,può,0.1054688
1201,senza,0
1201,statali,1.3013820
1201,with,0
1202,altra,-1.0593781
1202,disabili,-1.5634865
1202,disabili,-0.6979851
1202,istruzione,0.6303090
1202,italiana,0
1202,negata,-2.3518290
1202,negata,-0.4200689
1202,scuola,-0.2930168
1202,senza,0
1202,sostegno,-0.8731758
1203,chiama,0.6294601
1203,costruiamo,0.4668920
1203,insieme,-0.0127073
1203,risponde,-0.3053266
1203,risponde,-0.4876111
1203,scuola,-0.2930168
1204,buona,1.2762666
1204,cagliari,0
1204,democrazia,0.2683413
1204,oggi,0.2300098
1204,scuola,-0.2930168
1205,buona,1.2762666
1205,cercate,0
1205,dimenticarvi,-0.0277372
1205,formando,0
1205,insegnare,1.5094700
1205,poter,0.2488929
1205,scuola,-0.2930168
1205,vera,0.1769159
1206,buona,1.2762666
1206,consegnare,0
1206,educazione,0.7087967
1206,firme,0.3543307
